stop_id,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station,level_id,platform_code
"at:41:10005:0:1","Sieggraben Gemeindeamt","47.65014780","16.37928800","1050","","","Level 0","1"
"at:41:10005:0:2","Sieggraben Gemeindeamt","47.64999046","16.37942275","1050","","","Level 0","2"
"at:41:10018:0:1","Antau Kleine Zeile","47.77457048","16.47520113","1051","","","Level 0","1"
"at:41:10018:0:2","Antau Kleine Zeile","47.77443766","16.47536282","1051","","","Level 0","2"
"at:41:10019:0:1","Stöttera Ost","47.77004848","16.46449321","1051","","","Level 0","1"
"at:41:10019:0:2","Stöttera Ost","47.76984320","16.46435846","1051","","","Level 0","2"
"at:41:10020:0:1","Zemendorf Volksschule","47.76544155","16.45445903","1051","","","Level 0","1"
"at:41:10020:0:2","Zemendorf Volksschule","47.76535098","16.45458479","1051","","","Level 0","2"
"at:41:10021:0:1","Zemendorf Wr. Neustädter Str.","47.76253106","16.45128797","1051","","","Level 0","1"
"at:41:10021:0:2","Zemendorf Wr. Neustädter Str.","47.76236199","16.45177306","1051","","","Level 0","2"
"at:41:10022:0:1","Zemendorf Schmale Gasse","47.76003710","16.44806302","1051","","","Level 0","1"
"at:41:10022:0:2","Zemendorf Schmale Gasse","47.75978347","16.44783844","1051","","","Level 0","2"
"at:41:10024:0:1","Pöttelsdorf Gemeindeamt","47.75304973","16.43695086","1051","","","Level 0","1"
"at:41:10024:0:2","Pöttelsdorf Gemeindeamt","47.75292289","16.43690594","1051","","","Level 0","2"
"at:41:10025:0:1","Pöttelsdorf Mühlweg","47.75044054","16.43119266","1051","","","Level 0","1"
"at:41:10025:0:2","Pöttelsdorf Mühlweg","47.75039826","16.43134537","1051","","","Level 0","2"
"at:41:10026:0:1","Walbersdorf Kirchäckergasse","47.74346397","16.42098780","1046","","","Level 0","1"
"at:41:10026:0:2","Walbersdorf Kirchäckergasse","47.74349417","16.42117644","1046","","","Level 0","2"
"at:41:10027:0:1","Walbersdorf Kirche","47.74160943","16.41982897","1046","","","Level 0","1"
"at:41:10027:0:2","Walbersdorf Kirche","47.74059454","16.41956846","1046","","","Level 0","2"
"at:41:10031:0:1","Mattersburg Martinsplatz","47.73728393","16.39700278","1046","","","Level 0","1"
"at:41:10031:0:2","Mattersburg Martinsplatz","47.73771287","16.39620328","1046","","","Level 0","2"
"at:41:10031:0:3","Mattersburg Martinsplatz","47.73777933","16.39638294","1046","","","Level 0","3"
"at:41:10032:0:1","Mattersburg Brunnenplatz","47.73791224","16.40007502","1046","","","Level 0","1"
"at:41:10054:0:1","Mattersburg Berufsschule","47.73678853","16.40480914","1046","","","Level 0","1"
"at:41:10054:0:2","Mattersburg Berufsschule","47.73693352","16.40445880","1046","","","Level 0","2"
"at:41:10055:0:1","Mattersburg Felixstraße","47.73357435","16.40994750","1046","","","Level 0","1"
"at:41:10055:0:2","Mattersburg Felixstraße","47.73433562","16.40949835","1046","","","Level 0","2"
"at:41:10056:0:1","Marz Industriestraße","47.72536279","16.41222922","1046","","","Level 0","1"
"at:41:10056:0:2","Marz Industriestraße","47.72489749","16.41255262","1046","","","Level 0","2"
"at:41:10057:0:1","Marz Ortsmitte","47.71896303","16.41688250","1046","","","Level 0","1"
"at:41:10057:0:2","Marz Ortsmitte","47.71865481","16.41705318","1046","","","Level 0","2"
"at:41:10057:0:3","Marz Ortsmitte","47.71910204","16.41734962","1046","","","Level 0","3"
"at:41:10057:0:4","Marz Ortsmitte","47.71925312","16.41709809","1046","","","Level 0","4"
"at:41:10058:0:1","Marz Forchtensteinweg","47.71484720","16.41001039","1046","","","Level 0","1"
"at:41:10058:0:2","Marz Forchtensteinweg","47.71478676","16.41009123","1046","","","Level 0","2"
"at:41:10059:0:1","Marz B50/Lehrnertal","47.69717139","16.39561937","1046","","","Level 0","1"
"at:41:10059:0:2","Marz B50/Lehrnertal","47.69668165","16.39584395","1046","","","Level 0","2"
"at:41:10063:0:1","Kalkgruben Ortsmitte","47.62140713","16.39576310","1090","","","Level 0","1"
"at:41:10063:0:2","Kalkgruben Ortsmitte","47.62068054","16.39673329","1090","","","Level 0","2"
"at:41:10064:0:1","Kalkgruben B50 Süd","47.61724120","16.39841313","1090","","","Level 0","1"
"at:41:10064:0:2","Kalkgruben B50 Süd","47.61741075","16.39842212","1090","","","Level 0","2"
"at:41:10065:0:1","Tschurndorf Ortsmitte","47.60415998","16.40736934","1090","","","Level 0","1"
"at:41:10065:0:2","Tschurndorf Ortsmitte","47.60459001","16.40743222","1090","","","Level 0","2"
"at:41:10066:0:1","Tschurndorf Hauptstraße Süd","47.59640054","16.41223821","1090","","","Level 0","1"
"at:41:10066:0:2","Tschurndorf Hauptstraße Süd","47.59586745","16.41276821","1090","","","Level 0","2"
"at:41:10067:0:1","Markt St. Martin Kirchenplatz","47.56372074","16.42822822","1089","","","Level 0","1"
"at:41:10067:0:2","Markt St. Martin Kirchenplatz","47.56399351","16.42811144","1089","","","Level 0","2"
"at:41:10068:0:1","Markt St. Martin Mühlweg","47.56096872","16.43073452","1089","","","Level 0","1"
"at:41:10068:0:2","Markt St. Martin Mühlweg","47.56087173","16.43112978","1089","","","Level 0","2"
"at:41:10069:0:1","Neutal Bahngasse","47.54650915","16.44443383","1089","","","Level 0","1"
"at:41:10069:0:2","Neutal Bahngasse","47.54673350","16.44444281","1089","","","Level 0","2"
"at:41:10069:0:3","Neutal Bahngasse","47.54592098","16.44365229","1089","","","Level 0","3"
"at:41:10070:0:1","Neutal Gemeindeamt","47.54301036","16.44745217","1089","","","Level 0","1"
"at:41:10070:0:2","Neutal Gemeindeamt","47.54335600","16.44738030","1089","","","Level 0","2"
"at:41:10071:0:1","Neutal Süd/Gemeindegrenze","47.53512056","16.46113351","1089","","","Level 0","1"
"at:41:10071:0:2","Neutal Süd/Gemeindegrenze","47.53542380","16.46022621","1089","","","Level 0","2"
"at:41:10072:0:1","Markt St. Martin Volksschule","47.56327825","16.42593752","1089","","","Level 0","1"
"at:41:10074:0:1","Stoob Evangelische Kirche","47.52507617","16.48033949","1089","","","Level 0","1"
"at:41:10074:0:2","Stoob Evangelische Kirche","47.52523389","16.48046525","1089","","","Level 0","2"
"at:41:10075:0:1","Stoob-Süd B50","47.50988463","16.49958140","1083","","","Level 0","1"
"at:41:10075:0:2","Stoob-Süd B50","47.50979362","16.50030005","1083","","","Level 0","2"
"at:41:10076:0:1","Liebing Hauptstraße","47.41420565","16.49383218","1081","","","Level 0","1"
"at:41:10076:0:2","Liebing Hauptstraße","47.41408407","16.49388608","1081","","","Level 0","2"
"at:41:10078:0:1","Stoob-Süd Fachmarktzentrum","47.51371933","16.49059825","1083","","","Level 0","1"
"at:41:10079:0:1","Neutal Theodor-Kery-Straße","47.54646064","16.44449671","1089","","","Level 0","1"
"at:41:10084:0:1","Rechnitz Pointgasse","47.31202472","16.43519915","1109","","","Level 0","1"
"at:41:10084:0:2","Rechnitz Pointgasse","47.31218917","16.43527101","1109","","","Level 0","2"
"at:41:10087:0:1","Schachendorf Abzw. Schandorf","47.26279564","16.42483259","1112","","","Level 0","1"
"at:41:10087:0:2","Schachendorf Abzw. Schandorf","47.26266762","16.42475174","1112","","","Level 0","2"
"at:41:10088:0:1","Dürnbach im Bgld Süd","47.26094843","16.39122661","1112","","","Level 0","1"
"at:41:10088:0:2","Dürnbach im Bgld Süd","47.26093014","16.39192730","1112","","","Level 0","2"
"at:41:10090:0:1","Neuhof bei Dürnbach West","47.25665022","16.35029937","1112","","","Level 0","1"
"at:41:10090:0:2","Neuhof bei Dürnbach West","47.25655267","16.35041615","1112","","","Level 0","2"
"at:41:10091:0:1","Neuhof bei Dürnbach Ost","47.25861342","16.35418009","1112","","","Level 0","1"
"at:41:10091:0:2","Neuhof bei Dürnbach Ost","47.25865610","16.35483586","1112","","","Level 0","2"
"at:41:10092:0:1","Rechnitz Herrengasse","47.30438653","16.43910682","1109","","","Level 0","1"
"at:41:10092:0:2","Rechnitz Herrengasse","47.30433170","16.43915173","1109","","","Level 0","2"
"at:41:10093:0:1","Großpetersdorf Wildentengraben","47.24071025","16.31615440","1095","","","Level 0","1"
"at:41:10093:0:2","Großpetersdorf Wildentengraben","47.24062487","16.31605559","1095","","","Level 0","2"
"at:41:10094:0:1","Rechnitz Weirergasse Süd","47.30436825","16.43757968","1109","","","Level 0","1"
"at:41:10094:0:2","Rechnitz Weirergasse Süd","47.30473374","16.43715747","1109","","","Level 0","2"
"at:41:10095:0:1","Rotenturm an der Pinka Bahnhofstraße","47.25877194","16.26273159","1125","","","Level 0","1"
"at:41:10095:0:2","Rotenturm an der Pinka Bahnhofstraße","47.25794887","16.26350415","1125","","","Level 0","2"
"at:41:10096:0:1","Rotenturm an der Pinka Hauptstraße","47.25408942","16.24198949","1125","","","Level 0","1"
"at:41:10096:0:2","Rotenturm an der Pinka Hauptstraße","47.25379065","16.24207034","1125","","","Level 0","2"
"at:41:10097:0:1","Rotenturm an der Pinka Schloßplatz","47.25259556","16.24484614","1125","","","Level 0","1"
"at:41:10097:0:2","Rotenturm an der Pinka Schloßplatz","47.25251629","16.24392087","1125","","","Level 0","2"
"at:41:10098:0:1","Unterwart Marienplatz","47.25904019","16.23528806","1125","","","Level 0","1"
"at:41:10098:0:2","Unterwart Marienplatz","47.25903410","16.23515332","1125","","","Level 0","2"
"at:41:10099:0:1","Unterwart Kirchenallee","47.25918042","16.23377889","1125","","","Level 0","1"
"at:41:10099:0:2","Unterwart Kirchenallee","47.25924138","16.23370703","1125","","","Level 0","2"
"at:41:10100:0:1","Rechnitz Dr.-Karl-Renner-Str. 7","47.30243112","16.43133639","1109","","","Level 0","1"
"at:41:10100:0:2","Rechnitz Dr.-Karl-Renner-Str. 7","47.30250422","16.43121961","1109","","","Level 0","2"
"at:41:10101:0:2","Oberwart Platanengasse","47.27757101","16.22704153","1107","","","Level 0","2"
"at:41:10102:0:1","Rechnitz Dr.-Karl-Renner-Str. 41","47.30580583","16.43340252","1109","","","Level 0","1"
"at:41:10102:0:2","Rechnitz Dr.-Karl-Renner-Str. 41","47.30562918","16.43337557","1109","","","Level 0","2"
"at:41:10103:0:1","Oberwart Internat/BAfEp","47.28121545","16.20371228","1107","","","Level 0","1"
"at:41:10103:0:2","Oberwart Internat/BAfEp","47.28133124","16.20364042","1107","","","Level 0","2"
"at:41:10104:0:1","Oberwart Dornburggasse","47.28575542","16.19408234","1107","","","Level 0","1"
"at:41:10104:0:2","Oberwart Dornburggasse","47.28579198","16.19417217","1107","","","Level 0","2"
"at:41:10105:0:2","Rechnitz Weirergasse 79/81","47.30695099","16.43618729","1109","","","Level 0","2"
"at:41:10106:0:1","Rechnitz Nußgrabengasse","47.30742001","16.43436371","1109","","","Level 0","1"
"at:41:10106:0:2","Rechnitz Nußgrabengasse","47.30754183","16.43496558","1109","","","Level 0","2"
"at:41:10107:0:1","Rechnitz Föhrenweg","47.31597739","16.43153402","1109","","","Level 0","1"
"at:41:10108:0:1","Kemeten Tulpengasse","47.24377178","16.15223881","1097","","","Level 0","1"
"at:41:10108:0:2","Kemeten Tulpengasse","47.24385106","16.15260712","1097","","","Level 0","2"
"at:41:10109:0:1","Rechnitz Evangelischer Friedhof","47.30770020","16.43879241","1109","","","Level 0","1"
"at:41:10109:0:2","Rechnitz Evangelischer Friedhof","47.30775502","16.43864868","1109","","","Level 0","2"
"at:41:10110:0:2","Rechnitz Hochstraße 93","47.31176892","16.43952903","1109","","","Level 0","2"
"at:41:10112:0:2","Rechnitz Faludigasse","47.31334028","16.43981649","1109","","","Level 0","2"
"at:41:10113:0:1","Rechnitz Obere Taborgasse","47.30864432","16.44330195","1109","","","Level 0","1"
"at:41:10114:0:1","Bocksdorf Güssinger Straße","47.14620997","16.18382358","1127","","","Level 0","1"
"at:41:10114:0:2","Bocksdorf Güssinger Straße","47.14670485","16.18332951","1127","","","Level 0","2"
"at:41:10115:0:1","Rechnitz Günserstr./Pilleng.","47.30650024","16.44743420","1109","","","Level 0","1"
"at:41:10115:0:2","Rechnitz Günserstr./Pilleng.","47.30664034","16.44734437","1109","","","Level 0","2"
"at:41:10116:0:1","Rechnitz Pillengasse 11","47.30496522","16.44900625","1109","","","Level 0","1"
"at:41:10116:0:2","Rechnitz Pillengasse 11","47.30570837","16.44855709","1109","","","Level 0","2"
"at:41:10117:0:1","Rechnitz Steinamanger Straße 23","47.30247985","16.44860201","1109","","","Level 0","1"
"at:41:10117:0:2","Rechnitz Steinamanger Straße 23","47.30231537","16.44952727","1109","","","Level 0","2"
"at:41:10118:0:1","Deutsch Tschantschendorf Nord","47.10724629","16.28708492","1028","","","Level 0","1"
"at:41:10118:0:2","Deutsch Tschantschendorf Nord","47.10689167","16.28716577","1028","","","Level 0","2"
"at:41:10119:0:1","Deutsch Tschantschendorf Ortsmitte","47.10507571","16.28992360","1028","","","Level 0","1"
"at:41:10119:0:2","Deutsch Tschantschendorf Ortsmitte","47.10482502","16.29022903","1028","","","Level 0","2"
"at:41:10120:0:1","Rechnitz Steinamangerstr. 34/36","47.30366163","16.44624842","1109","","","Level 0","1"
"at:41:10120:0:2","Rechnitz Steinamangerstr. 34/36","47.30353371","16.44620351","1109","","","Level 0","2"
"at:41:10121:0:1","Güssing Wiener Straße Nord","47.07434792","16.31946919","1015","","","Level 0","1"
"at:41:10121:0:2","Güssing Wiener Straße Nord","47.07307537","16.31999919","1015","","","Level 0","2"
"at:41:10123:0:1","Güssing Hauptplatz","47.05894066","16.32193955","1015","","","Level 0","1"
"at:41:10124:0:1","Deutsch Tschantschendorf Bergen","47.13232078","16.30759346","1028","","","Level 0","1"
"at:41:10124:0:2","Deutsch Tschantschendorf Bergen","47.13249801","16.30696464","1028","","","Level 0","2"
"at:41:10125:0:1","Rechnitz Katharinengasse","47.30274179","16.44339178","1109","","","Level 0","1"
"at:41:10125:0:2","Rechnitz Katharinengasse","47.30278444","16.44354449","1109","","","Level 0","2"
"at:41:10126:0:1","Rechnitz Hyrtlgasse/Kreuzgasse","47.30021977","16.44541299","1109","","","Level 0","1"
"at:41:10126:0:2","Rechnitz Hyrtlgasse/Kreuzgasse","47.30027460","16.44563757","1109","","","Level 0","2"
"at:41:10127:0:1","Rechnitz Lisztgasse","47.29819110","16.44529621","1109","","","Level 0","1"
"at:41:10127:0:2","Rechnitz Lisztgasse","47.29804489","16.44547587","1109","","","Level 0","2"
"at:41:10128:0:1","Rechnitz Mariengasse","47.29814845","16.44172990","1109","","","Level 0","1"
"at:41:10128:0:2","Rechnitz Mariengasse","47.29802052","16.44172990","1109","","","Level 0","2"
"at:41:10129:0:1","Rechnitz Alzey-Straße","47.29694827","16.43793901","1109","","","Level 0","1"
"at:41:10129:0:2","Rechnitz Alzey-Straße","47.29682643","16.43793901","1109","","","Level 0","2"
"at:41:10130:0:1","Rechnitz Martingasse","47.29753923","16.43774138","1109","","","Level 0","1"
"at:41:10130:0:2","Rechnitz Martingasse","47.29753923","16.43757968","1109","","","Level 0","2"
"at:41:10131:0:1","Rechnitz Neuegasse","47.30050000","16.43809172","1109","","","Level 0","1"
"at:41:10131:0:2","Rechnitz Neuegasse","47.30051828","16.43792104","1109","","","Level 0","2"
"at:41:10132:0:1","Rechnitz Schulgasse","47.30192550","16.43920563","1109","","","Level 0","1"
"at:41:10134:0:2","Rechnitz Alois-Hofer-Gasse","47.29828858","16.43757070","1109","","","Level 0","2"
"at:41:10135:0:1","Rotenturm an der Pinka Meierhof","47.25260165","16.25083790","1125","","","Level 0","1"
"at:41:10135:0:2","Rotenturm an der Pinka Meierhof","47.25241873","16.25106248","1125","","","Level 0","2"
"at:41:10141:0:1","Güssing Batthyánystraße","47.05354890","16.32361042","1015","","","Level 0","1"
"at:41:10141:0:2","Güssing Batthyánystraße","47.05359786","16.32428416","1015","","","Level 0","2"
"at:41:10141:0:3","Güssing Batthyánystraße","47.05349382","16.32341279","1015","","","Level 0","3"
"at:41:10142:0:1","Güssing Schulzentrum","47.06404427","16.32422128","1015","","","Level 0","1"
"at:41:10142:0:2","Güssing Schulzentrum","47.06307132","16.32352957","1015","","","Level 0","2"
"at:41:10143:0:1","Güssing Krankenhaus","47.05092320","16.32237075","1015","","","Level 0","1"
"at:41:10143:0:2","Güssing Krankenhaus","47.05037234","16.32167006","1015","","","Level 0","2"
"at:41:10160:0:1","Mogersdorf Ost","46.94801548","16.23442568","1038","","","Level 0","1"
"at:41:10160:0:2","Mogersdorf Ost","46.94784377","16.23427297","1038","","","Level 0","2"
"at:41:10162:0:1","Jennersdorf Lindenallee Süd","46.93945389","16.14250108","1035","","","Level 0","1"
"at:41:10162:0:2","Jennersdorf Lindenallee Süd","46.93934349","16.14257294","1035","","","Level 0","2"
"at:41:10163:0:1","Oberwart Bildungscampus","47.28144703","16.20574247","","","","Level 0","1"
"at:41:10169:0:1","Steingraben Güssinger Straße","47.06431963","16.28316827","1015","","","Level 0","1"
"at:41:10169:0:2","Steingraben Güssinger Straße","47.06431963","16.28332098","1015","","","Level 0","2"
"at:41:10197:0:1","Krottendorf bei Güssing Mitte","47.05792477","16.30820431","1015","","","Level 0","1"
"at:41:10197:0:2","Krottendorf bei Güssing Mitte","47.05789417","16.30813245","1015","","","Level 0","2"
"at:41:10198:0:1","Krottendorf bei Güssing Glockenturm","47.06035430","16.30789889","1015","","","Level 0","1"
"at:41:10198:0:2","Krottendorf bei Güssing Glockenturm","47.06038489","16.30782702","1015","","","Level 0","2"
"at:41:10224:0:1","Wallendorf Kapelle","46.97236192","16.23387771","1038","","","Level 0","1"
"at:41:10224:0:2","Wallendorf Kapelle","46.97249064","16.23391364","1038","","","Level 0","2"
"at:41:10225:0:1","Deutsch Minihof Kapelle","46.97005711","16.24386697","1038","","","Level 0","1"
"at:41:10225:0:2","Deutsch Minihof Kapelle","46.97035748","16.24350765","1038","","","Level 0","2"
"at:41:10227:0:1","Heiligenkreuz im Lafnitztal Ortsmitte","46.98849889","16.25785374","1033","","","Level 0","1"
"at:41:10227:0:2","Heiligenkreuz im Lafnitztal Ortsmitte","46.98866434","16.25755730","1033","","","Level 0","2"
"at:41:10247:0:1","Heiligenbrunn Ortsmitte","47.02688810","16.41657707","1017","","","Level 0","1"
"at:41:10247:0:2","Heiligenbrunn Ortsmitte","47.02705343","16.41657707","1017","","","Level 0","2"
"at:41:10259:0:1","Gerersdorf bei Güssing Ortsmitte","47.06837033","16.25333522","1013","","","Level 0","1"
"at:41:10259:0:2","Gerersdorf bei Güssing Ortsmitte","47.06848659","16.25351488","1013","","","Level 0","2"
"at:41:10260:0:1","Rehgraben bei Güssing Dorfstraße Mitte","47.08064293","16.23677927","1013","","","Level 0","1"
"at:41:10260:0:2","Rehgraben bei Güssing Dorfstraße Mitte","47.08081422","16.23673435","1013","","","Level 0","2"
"at:41:10262:0:1","Kukmirn Gemeindeamt","47.07362600","16.20567959","1019","","","Level 0","1"
"at:41:10262:0:2","Kukmirn Gemeindeamt","47.07413991","16.20616468","1019","","","Level 0","2"
"at:41:10263:0:1","Kukmirn Volksschule","47.06906174","16.20556281","1019","","","Level 0","1"
"at:41:10263:0:2","Kukmirn Volksschule","47.06908009","16.20553586","1019","","","Level 0","2"
"at:41:10271:0:1","Rudersdorf Bergstraße Mitte","47.06732403","16.13698542","1041","","","Level 0","1"
"at:41:10271:0:2","Rudersdorf Bergstraße Mitte","47.06740970","16.13676084","1041","","","Level 0","2"
"at:41:10295:0:1","Oberpullendorf Kammergasse","47.50127980","16.50648046","1083","","","Level 0","1"
"at:41:10297:0:1","Großwarasdorf Mittelschule","47.53668527","16.55656154","1073","","","Level 0","1"
"at:41:10297:0:2","Großwarasdorf Mittelschule","47.53668527","16.55670527","1073","","","Level 0","2"
"at:41:10298:0:1","Großwarasdorf Martin-Mersich-Straße","47.53760103","16.55710053","1073","","","Level 0","1"
"at:41:10298:0:2","Großwarasdorf Martin-Mersich-Straße","47.53767381","16.55691188","1073","","","Level 0","2"
"at:41:10301:0:1","Kroatisch Geresdorf Kirche","47.49383895","16.60878959","1124","","","Level 0","1"
"at:41:10301:0:2","Kroatisch Geresdorf Kirche","47.49392392","16.60858298","1124","","","Level 0","2"
"at:41:10302:0:1","Kroatisch Geresdorf Ortsmitte","47.49094365","16.61088267","1124","","","Level 0","1"
"at:41:10302:0:2","Kroatisch Geresdorf Ortsmitte","47.49122894","16.61044249","1124","","","Level 0","2"
"at:41:10304:0:1","Lutzmannsburg Minihofer Weg","47.46452047","16.64438983","1124","","","Level 0","1"
"at:41:10304:0:2","Lutzmannsburg Minihofer Weg","47.46466622","16.64346456","1124","","","Level 0","2"
"at:41:10309:0:1","Kleinwarasdorf Ignaz-Horvath-Gasse","47.53915960","16.59197313","1073","","","Level 0","1"
"at:41:10309:0:2","Kleinwarasdorf Ignaz-Horvath-Gasse","47.53930515","16.59153295","1073","","","Level 0","2"
"at:41:10310:0:1","Kroatisch Minihof Ortsmitte","47.52736302","16.64580018","1082","","","Level 0","1"
"at:41:10310:0:2","Kroatisch Minihof Ortsmitte","47.52739941","16.64559357","1082","","","Level 0","2"
"at:41:10311:0:1","Nikitsch Schlosstor","47.53404100","16.65134279","1082","","","Level 0","1"
"at:41:10311:0:2","Nikitsch Schlosstor","47.53416836","16.65135177","1082","","","Level 0","2"
"at:41:10315:0:1","Deutschkreutz Friedhofgasse","47.59604313","16.62869626","1070","","","Level 0","1"
"at:41:10315:0:2","Deutschkreutz Friedhofgasse","47.59625515","16.62833693","1070","","","Level 0","2"
"at:41:10316:0:1","Deutschkreutz Kirche","47.60113751","16.62470774","1070","","","Level 0","1"
"at:41:10317:0:2","Deutschkreutz Webergasse","47.59771506","16.62900169","1070","","","Level 0","2"
"at:41:10318:0:2","Deutschkreutz Mühlallee","47.59984730","16.63189426","1070","","","Level 0","2"
"at:41:10319:0:2","Deutschkreutz Zinkendorferstraße","47.60388742","16.62610013","1070","","","Level 0","2"
"at:41:10321:0:1","Girm Ortsmitte","47.59979884","16.60809789","1070","","","Level 0","1"
"at:41:10321:0:2","Girm Ortsmitte","47.59984124","16.60773856","1070","","","Level 0","2"
"at:41:10326:0:1","Großwarasdorf Johannesgasse","47.54265258","16.55148606","1073","","","Level 0","1"
"at:41:10326:0:2","Großwarasdorf Johannesgasse","47.54265258","16.55136928","1073","","","Level 0","2"
"at:41:10327:0:1","Raiding Sechshauser Straße","47.56373287","16.53164227","1086","","","Level 0","1"
"at:41:10327:0:2","Raiding Sechshauser Straße","47.56364800","16.53149854","1086","","","Level 0","2"
"at:41:10329:0:1","Raiding Augasse","47.56893949","16.52315320","1086","","","Level 0","1"
"at:41:10329:0:2","Raiding Augasse","47.56887888","16.52315320","1086","","","Level 0","2"
"at:41:10331:0:1","Unterfrauenhaid Feldgasse Ost","47.57079411","16.49845851","1086","","","Level 0","1"
"at:41:10334:0:1","Lackenbach Schloßgasse","47.58794320","16.46664916","1077","","","Level 0","1"
"at:41:10334:0:2","Lackenbach Schloßgasse","47.58792502","16.46695459","1077","","","Level 0","2"
"at:41:10335:0:1","Lackenbach Haydngasse","47.58867630","16.46332540","1077","","","Level 0","1"
"at:41:10335:0:2","Lackenbach Haydngasse","47.58847637","16.46319963","1077","","","Level 0","2"
"at:41:10336:0:1","Lackenbach Wiener Straße","47.58660419","16.46124131","1077","","","Level 0","1"
"at:41:10336:0:2","Lackenbach Wiener Straße","47.58660419","16.46137605","1077","","","Level 0","2"
"at:41:10337:0:1","Lackenbach Feldgasse","47.59186307","16.46703544","1077","","","Level 0","1"
"at:41:10337:0:2","Lackenbach Feldgasse","47.59180248","16.46691866","1077","","","Level 0","2"
"at:41:10339:0:1","Ritzing Hauptplatz","47.60722467","16.49652713","1077","","","Level 0","1"
"at:41:10339:0:2","Ritzing Hauptplatz","47.60641914","16.49562881","1077","","","Level 0","2"
"at:41:10344:0:1","Mitterpullendorf Engelberggasse","47.49465835","16.51041508","1083","","","Level 0","1"
"at:41:10344:0:2","Mitterpullendorf Engelberggasse","47.49621213","16.51041508","1083","","","Level 0","2"
"at:41:10345:0:1","Oberpullendorf Kirche","47.49674623","16.50744166","1083","","","Level 0","1"
"at:41:10346:0:1","Horitschon Bahnstraße","47.58916099","16.54789280","1074","","","Level 0","1"
"at:41:10348:0:1","Horitschon Florianigasse","47.58788261","16.54870128","1074","","","Level 0","1"
"at:41:10351:0:1","Neckenmarkt Elisabethgasse","47.59392891","16.54857552","1074","","","Level 0","1"
"at:41:10351:0:2","Neckenmarkt Elisabethgasse","47.59428633","16.54835094","1074","","","Level 0","2"
"at:41:10352:0:1","Neckenmarkt Feldgasse","47.60240951","16.54792873","1074","","","Level 0","1"
"at:41:10353:0:1","Neckenmarkt Hofstatt","47.60260334","16.54135306","1074","","","Level 0","1"
"at:41:10354:0:1","Neckenmarkt Rathausgasse Nord","47.59758179","16.54865637","1074","","","Level 0","1"
"at:41:10355:0:1","Neckenmarkt Lange Zeile","47.60056207","16.54274545","1074","","","Level 0","1"
"at:41:10357:0:1","Bad Tatzmannsdorf Falcogasse","47.32833290","16.22820035","1091","","","Level 0","1"
"at:41:10357:0:2","Bad Tatzmannsdorf Falcogasse","47.32795540","16.22845188","1091","","","Level 0","2"
"at:41:10358:0:1","Unterpetersdorf Kirche","47.59057263","16.58161555","1074","","","Level 0","1"
"at:41:10358:0:2","Unterpetersdorf Kirche","47.59074227","16.58169640","1074","","","Level 0","2"
"at:41:10360:0:1","Jormannsdorf Batthyányallee","47.34075857","16.22616118","1091","","","Level 0","1"
"at:41:10360:0:2","Jormannsdorf Batthyányallee","47.34055769","16.22640372","1091","","","Level 0","2"
"at:41:10361:0:1","Mitterpullendorf Süd","47.48764755","16.52203928","1083","","","Level 0","1"
"at:41:10361:0:2","Mitterpullendorf Süd","47.48755042","16.52235369","1083","","","Level 0","2"
"at:41:10363:0:1","Bad Tatzmannsdorf Evangelische Kirche","47.33562672","16.22710441","1091","","","Level 0","1"
"at:41:10363:0:2","Bad Tatzmannsdorf Evangelische Kirche","47.33588241","16.22716729","1091","","","Level 0","2"
"at:41:10365:0:1","Bad Tatzmannsdorf Volksschule","47.33411690","16.22749967","1091","","","Level 0","1"
"at:41:10365:0:2","Bad Tatzmannsdorf Volksschule","47.33410472","16.22763442","1091","","","Level 0","2"
"at:41:10367:0:1","Mariasdorf Ortsmitte","47.36546120","16.23120971","1101","","","Level 0","1"
"at:41:10367:0:2","Mariasdorf Ortsmitte","47.36484666","16.23174870","1101","","","Level 0","2"
"at:41:10368:0:1","Mariasdorf Kirche","47.36829040","16.23420110","1101","","","Level 0","1"
"at:41:10368:0:2","Mariasdorf Kirche","47.36822956","16.23428195","1101","","","Level 0","2"
"at:41:10369:0:1","Grodnau B50","47.37512853","16.24682243","1101","","","Level 0","1"
"at:41:10369:0:2","Grodnau B50","47.37546920","16.24752312","1101","","","Level 0","2"
"at:41:10369:0:3","Grodnau B50","47.37573078","16.24686735","1101","","","Level 0","3"
"at:41:10369:0:4","Grodnau B50","47.37591936","16.24688531","1101","","","Level 0","4"
"at:41:10371:0:1","Rettenbach im Bgld Angergasse","47.41122085","16.24013897","1092","","","Level 0","1"
"at:41:10372:0:1","Stuben im Bgld Am Graben","47.42831275","16.24741532","1092","","","Level 0","1"
"at:41:10372:0:2","Stuben im Bgld Am Graben","47.42795419","16.24755007","1092","","","Level 0","2"
"at:41:10374:0:1","Bernstein im Bgld Hauptplatz","47.40581618","16.25558100","1092","","","Level 0","1"
"at:41:10375:0:1","Bad Tatzmannsdorf Glockenstraße","47.33271662","16.23765961","1091","","","Level 0","1"
"at:41:10375:0:2","Bad Tatzmannsdorf Glockenstraße","47.33185208","16.23763267","1091","","","Level 0","2"
"at:41:10377:0:1","Bernstein im Bgld Graben","47.40801702","16.26292922","1092","","","Level 0","1"
