url,title,location,raw_size,rooms,price_raw,size_m2,price_eur,osm_id,lat,lon
https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/helle-mietwohnung-altbau-2028485835/,Helle Mietwohnung Altbau,"1120 Wien, 12. Bezirk, Meidling",61,,€ 939,61.0,939.0,1990596,48.1719649,16.3286908
https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/direktvergabe-gemeindewohnung-1376560787/,Direktvergabe Gemeindewohnung,"1160 Wien, 16. Bezirk, Ottakring, Gomperzgasse 1-5",35,1,"€ 368,91",35.0,368.91,16125963,48.2231322,16.3051871
https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/topausgestattete-balkonwohnung-in-hofruhelage-bj-2012-1890334744/,Topausgestattete Balkonwohnung in Hofruhelage (BJ 2012),"1120 Wien, 12. Bezirk, Meidling, Koflergasse 1",48,2,"€ 970,81",48.0,970.81,2011103736,48.1817312,16.3451753
https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/moeblierte-helle-2-zimmer-wohnung-kurzzeitmiete-moeglich-2024601874/,"Möblierte, helle 2-Zimmer-Wohnung, Kurzzeitmiete möglich","1230 Wien, 23. Bezirk, Liesing, Erlaaerplatz 6",65,2,€ 1.559,65.0,1559.0,281547848,48.1488720,16.3086069
https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/exklusive-dachgeschosswohnung-in-1090-wien-131m-mit-terrasse-und-garage-901372226/,Exklusive Dachgeschoßwohnung in 1090 Wien - 131m² mit Terrasse und Garage!,"1090 Wien, 09. Bezirk, Alsergrund",131,2,€ 2.749,131.0,2749.0,5845944,48.2250730,16.3583976
https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1220-donaustadt/-donaublick-1796391729/,"""Donaublick""","1220 Wien, 22. Bezirk, Donaustadt",62,2,€ 2.600,62.0,2600.0,1991434,48.2143607,16.4860715
https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1200-brigittenau/neu-renovierte-4-zimmer-wohnung-in-sehr-guter-lage-1536933759/,Neu renovierte 4 Zimmer Wohnung in sehr guter Lage,"1200 Wien, 20. Bezirk, Brigittenau",86,4,€ 1.400,86.0,1400.0,1991433,48.2432261,16.3757031
https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1070-neubau/moebliert-all-inklusive-top-lage-fuer-eine-einzelperson-kurzzeit-1-6-monate-ab-x-mas-jan-1116736035/,Möbliert & All-inklusive * Top-Lage * Für eine Einzelperson * Kurzzeit (1-6 Monate) ab X-Mas / Jan,"1070 Wien, 07. Bezirk, Neubau, Zieglergasse",90,3,€ 1.090,90.0,1090.0,4348437231,48.1971450,16.3462979
https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/-nachrichten-stopp-reihenhausartige-genossenschaftswohnung-in-unterlaa-1100-wien-901849764/,(Nachrichten Stopp) Reihenhausartige Genossenschaftswohnung in Unterlaa 1100 Wien,"1100 Wien, 10. Bezirk, Favoriten, Klederinger Strasse 68",104,4,€ 1.347,104.0,1347.0,552127626,48.1321724,16.4226641
https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1140-penzing/2-zimmer-gemeindewohnung-naehe-huetteldorf-ober-st-veit-nur-direktvergabe-mit-vormerkschein-bis-31-10-2025-1835774305/,2-Zimmer Gemeindewohnung Nähe Hütteldorf/ Ober St. Veit (nur Direktvergabe mit Vormerkschein bis 31.10.2025),"1140 Wien, 14. Bezirk, Penzing",43,2,"€ 552,39",43.0,552.39,1990598,48.2256618,16.2227901
https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1120-meidling/studentenzimmer-sofort-beziehbar-vollmoeblierteszimmer-in-einer-wohngemeinschaft-1136511532/,Studentenzimmer sofort beziehbar / Vollmöblierteszimmer in einer Wohngemeinschaft,"1120 Wien, 12. Bezirk, Meidling, Krichbaumgasse 9",80,5,€ 500,80.0,500.0,2154656791,48.1791826,16.3348024
https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/provisionsfreie-2-zimmer-wohnung-inkl-heizung-in-der-ruhigen-gegend-2132505864/,(reserviert) Provisionsfreie 2-Zimmer Wohnung inkl. Heizung in der ruhigen Gegend,"1130 Wien, 13. Bezirk, Hietzing, Schweizertalstr. 8-10",45,2,,45.0,,210873015,48.1874816,16.2648001
https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1160-ottakring/gemeinde-wohnug-weitergabe-1-zimmer-vormerkschein-bis-30-09-2025-1011245894/,Gemeinde wohnug weitergabe 1 zimmer vormerkschein bis 30.09.2025,"1160 Wien, 16. Bezirk, Ottakring, Sandleitengasse",36,1,€ 280,36.0,280.0,133617297,48.2188204,16.3075457
https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1180-waehring/cozy-fully-furnished-42-m-flat-for-rent-in-vienna-1062134375/,Cozy Fully-Furnished 42 m² Flat for Rent in Vienna,"1180 Wien, 18. Bezirk, Währing, Staudgasse 75",42,2,€ 1.300,42.0,1300.0,2476597030,48.2253916,16.3356234
https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1230-liesing/voll-ausgestattete-wohnung-einziehen-und-wohlfuehlen-1355008147/,Voll ausgestattete Wohnung - einziehen und wohlfühlen!,"1230 Wien, 23. Bezirk, Liesing, Erlaaer Platz",49,2,€ 1.200,49.0,1200.0,9962127,48.1484384,16.3090124
https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1100-favoriten/ab-01-01-2026-moderne-3-zimmer-neubauwohnung-mit-balkon-und-garage-1700672611/,(reserviert) Ab 01.01.2026 Moderne 3-Zimmer Neubauwohnung mit Balkon und Garage,"1100 Wien, 10. Bezirk, Favoriten, Hlawkagasse",84,3,,84.0,,377282453,48.1774013,16.3873564
https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1130-hietzing/wunderschoene-4-zimmer-dachgeschosswohnung-mit-grosszuegiger-terrasse-in-gruenruhelage-in-ober-st-veit-provisionsfrei-1171133685/,Wunderschöne 4-Zimmer Dachgeschosswohnung mit großzügiger Terrasse in Grünruhelage in Ober St. Veit! Provisionsfrei,"1130 Wien, 13. Bezirk, Hietzing",144,4,"€ 2.740,20",144.0,2740.2,1990591,48.1785410,16.2529858
https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1170-hernals/all-in-traumwohnung-komplett-moebliert-ausgestattet-889006517/,ALL In Traumwohnung - komplett möbliert & ausgestattet!,"1170 Wien, 17. Bezirk, Hernals",40,2,€ 950,40.0,950.0,1991438,48.2352741,16.2840950
https://www.willhaben.at/iad/immobilien/d/mietwohnungen/wien/wien-1090-alsergrund/altbauwohnung-nahe-u4-rossauer-laende-984762035/,(reserviert) Altbauwohnung nahe U4-Rossauer Lände,"1090 Wien, 09. Bezirk, Alsergrund, Grünentorgasse",65,2,,65.0,,5010644,48.2211747,16.3619653
